AWARD_NUMBER AWARD_NUMBER AWARD_ID               AWARD_ID               
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001813-00001 000000-00000 27314                  27314                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001991-00001 000000-00000 37199                  37199                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
001978-00001 000000-00000 36594                  36594                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002105-00001 000000-00000 42603                  42603                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002115-00001 000000-00000 42844                  42844                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002078-00001 000000-00000 41261                  41261                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002171-00001 000000-00000 46528                  46528                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002172-00001 000000-00000 46556                  46556                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002207-00001 000000-00000 48126                  48126                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  
002262-00001 000000-00000 50282                  50282                  

 342 rows selected 

342 rows updated.
AWARD_AMOUNT_TRANSACTION_ID AWARD_NUMBER TRANSACTION_ID                           TRANSACTION_TYPE_CODE  NOTICE_DATE               COMMENTS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         UPDATE_TIMESTAMP          UPDATE_USER                                                  VER_NBR                OBJ_ID                               
--------------------------- ------------ ---------------------------------------- ---------------------- ------------------------- -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ------------------------- ------------------------------------------------------------ ---------------------- ------------------------------------ 
1444                        001308-00001 6653                                     11                     25-NOV-11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  25-NOV-11                 tzuying                                                      0                      251DA40A-DE57-4C75-DD27-4707AD17B1D6 
1545                        001302-00001 6591                                     1                      30-NOV-11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  30-NOV-11                 mitake                                                       0                      2031B3E4-AA07-F9A7-B863-E6D92B00059B 
1546                        001302-00002 6591                                     1                      30-NOV-11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  30-NOV-11                 mitake                                                       0                      B3E878ED-E677-36F5-DB17-6CECCFACC6F5 
1433                        001302-00001 6591                                     1                      30-NOV-11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  30-NOV-11                 mitake                                                       0                      4A9C99C7-01AC-D0F3-BB37-B6B5312A6E13 
1715                        001448-00001 7798                                     2                      08-DEC-11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  08-DEC-11                 kellieg                                                      0                      CD286B80-A523-52F6-71CB-8A8F4E5FD82B 
1458                        001308-00002 6653                                     11                     25-NOV-11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  25-NOV-11                 tzuying                                                      0                      12E9A711-730F-D5F2-6483-BDA25B4F7918 
1459                        001308-00001 6653                                     11                     25-NOV-11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  25-NOV-11                 tzuying                                                      0                      5C9A3772-8AE3-8252-586F-7A8926F9C8A1 
1725                        001448-00001 7798                                     2                      08-DEC-11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  08-DEC-11                 kellieg                                                      0                      760E1465-345B-D167-D390-F5790CA747FF 
1726                        001448-00002 7798                                     2                      08-DEC-11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  08-DEC-11                 kellieg                                                      0                      4FE12839-2E18-155B-FAA0-15FC41B6A24F 
2617                        001794-00001 10977                                    2                      24-JAN-12                 Wire Transfer for NSF Host Institutional Allowance (Regina Jorgenson)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            25-JAN-12                 mitake                                                       0                      0F750734-495E-6B9D-C0A4-4D4C92634E84 
2618                        001794-00002 10977                                    2                      24-JAN-12                 Wire Transfer for NSF Host Institutional Allowance (Regina Jorgenson)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            25-JAN-12                 mitake                                                       0                      B497C8F7-79A4-8725-E2DF-487A95C2A4C4 
2728                        001845-00001 11607                                    11                     01-FEB-12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  01-FEB-12                 tzuying                                                      0                      B3E324E9-0EAC-658D-D756-6847EDE16D1B 
2990                        001813-00001 13061                                    2                      13-FEB-12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  13-FEB-12                 sarahiv                                                      0                      B9F4BF98-75DB-A511-E500-06EAE1935231 
2991                        001813-00001 13061                                    2                      13-FEB-12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  13-FEB-12                 sarahiv                                                      0                      A46F8F6C-0E35-DF23-8A93-D4F7A7C18953 
2992                        001813-00002 13061                                    2                      13-FEB-12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  13-FEB-12                 sarahiv                                                      0                      38EDBD1F-CEB9-1DFB-0F10-BF1247980EC2 
2606                        001794-00001 10977                                    2                      24-JAN-12                 Wire Transfer for NSF Host Institutional Allowance (Regina Jorgenson)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            25-JAN-12                 mitake                                                       0                      9423DCCC-54E9-2A48-C337-CA77C658669E 
2785                        001845-00002 11607                                    11                     01-FEB-12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  01-FEB-12                 tzuying                                                      0                      7AABF735-AD75-2650-E7B0-1CD30122E964 
2786                        001845-00001 11607                                    11                     01-FEB-12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  01-FEB-12                 tzuying                                                      0                      5748B6A1-9387-B137-E5FA-76CAFCEBD76E 
3431                        002078-00002 15566                                    2                      07-MAR-12                 Initial Installment of Project                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   07-MAR-12                 tzuying                                                      0                      8E932620-8D31-035A-DACF-82C81C5883F7 
3432                        002078-00001 15566                                    2                      07-MAR-12                 Initial Installment of Project                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   07-MAR-12                 tzuying                                                      0                      9E43B4C9-F58B-E5E1-DE45-582948ED8EC1 
3099                        001991-00001 13815                                    2                      21-FEB-12                 Initial $24,900                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  21-FEB-12                 reeser                                                       0                      B7C4A76B-44F3-7EF7-0579-54414D895022 
3100                        001991-00002 13815                                    2                      21-FEB-12                 Initial $24,900                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  21-FEB-12                 reeser                                                       0                      ECF44B1C-BD6D-9D69-133A-910F5A2DF6C6 
3455                        002105-00001 16063                                    2                      13-MAR-12                 Initial $23,000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  13-MAR-12                 reeser                                                       0                      02D757AD-5F31-7BFE-BE25-C3422DCFB714 
3473                        002115-00001 16213                                    2                      09-MAR-12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  09-MAR-12                 pkakugaw                                                     0                      5521DC8A-3A0C-687D-580A-8A65467EBDDC 
3096                        001991-00001 13815                                    2                      21-FEB-12                 Initial $24,900                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  21-FEB-12                 reeser                                                       0                      4648ACAB-537F-F76A-0FCF-9D66C5E50D40 
3381                        002078-00001 15566                                    2                      07-MAR-12                 Initial Installment of Project                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   07-MAR-12                 tzuying                                                      0                      255EC2FB-5B85-0C3A-778E-BFD41B2FBC51 
3065                        001978-00001 13541                                    2                      22-FEB-12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  22-FEB-12                 kellieg                                                      0                      A7C025A6-1C64-E8FE-5AF0-514C6C3F4866 
3127                        001978-00002 13541                                    2                      22-FEB-12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  22-FEB-12                 kellieg                                                      0                      A4FFB42C-B946-589F-3567-50D09EE05083 
3128                        001978-00001 13541                                    2                      22-FEB-12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  22-FEB-12                 kellieg                                                      0                      A9AF061F-6C86-0A6D-2312-716463D9763B 
